id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag RA DEC
499 1788.7155 1157.265 0.97562783 -0.22164936 -0.0084345705 121 0 6374 1.2608126 -0.25162639 49.545679 57.56242
501 861.7612 1162.1107 0.7345688 -0.15293073 -0.065980658 121 0 6534 2.2392523 -0.87525759 48.982246 57.606577
502 2132.7207 1162.2682 0.76296551 0.19896067 -0.013786405 121 0 12506 24.049799 -3.4527786 49.754923 57.547693
503 394.84588 1163.4622 0.71013658 -0.098859023 0.035108086 121 0 6768 3.1573061 -1.2482917 48.697682 57.627628
504 908.65186 1162.6324 0.20263195 0.19157427 -0.64381357 121 0 6092 1.0657983 -0.069187521 49.010855 57.604647
505 954.47123 1163.703 0.45673557 -0.21683142 0.057799743 121 0 6272 1.623703 -0.5262665 49.038852 57.602938
506 2296.7923 1163.4802 0.72651633 0.20700947 -0.0069974095 121 0 8192 8.3982706 -2.3104747 49.854532 57.54018
507 2263.0933 1166.0057 0.52671176 0.28794819 -0.018106883 121 0 12223 28.246617 -3.6274161 49.834328 57.542633
508 2227.5279 1167.6982 0.99250056 -0.00038997115 -0.017768512 121 0 6379 1.2986401 -0.283722 49.812914 57.544902
509 1915.4816 1171.1358 0.98898493 0.099503124 -0.061445927 121 0 10008 12.385198 -2.7322573 49.623877 57.560952
510 373.73236 1173.2217 0.46491231 -0.13859519 0.1102115 121 0 16199 54.63428 -4.3436631 48.685584 57.631734
511 244.34723 1173.9078 0.45519054 -0.40108141 -0.044547371 121 0 6183 1.0362026 -0.038611668 48.606666 57.637562
512 2354.9601 1172.762 0.25347834 0.24431548 0.39641322 121 0 6047 1.0797544 -0.083312436 49.890637 57.540386
514 200.30807 1174.6185 0.49183696 -0.15017366 0.17988832 121 0 6893 4.6078605 -1.6587483 48.579835 57.639692
515 907.08867 1178.7467 0.87845859 0.013879098 0.11734002 121 0 6519 1.8170154 -0.6483965 49.011243 57.609977
516 2333.0757 1179.6621 0.5599096 0.37120539 0.26749649 121 0 6679 3.1917279 -1.2600646 49.877996 57.543699
517 137.83471 1179.6824 0.45177201 -0.068459757 0.15033402 121 0 7691 8.2273714 -2.2881528 48.542087 57.64403
518 343.9352 1184.2267 0.56103782 -0.24338607 -0.14670742 121 0 6312 1.474088 -0.42130854 48.668282 57.636622
519 419.50945 1188.2665 0.682376 -0.047559344 0.18301735 121 0 6881 3.6587531 -1.4083327 48.71473 57.634653
520 1774.4306 1188.0083 0.73621168 0.26681214 0.42235817 121 0 6346 1.5192321 -0.45406033 49.539702 57.573124
521 2249.3079 1188.0278 0.72186136 0.33152992 0.061460811 121 0 6612 2.5177123 -1.0025152 49.827957 57.550482
523 631.75852 1190.6562 0.56372239 -0.22412315 0.031841603 121 0 6231 1.2288132 -0.22371467 48.844403 57.62612
524 831.8042 1191.8158 0.99944827 -0.014231853 0.080125228 121 0 7395 4.3649784 -1.5999552 48.966454 57.617614
525 1701.1088 1191.5437 0.53950534 -0.006516498 0.18759947 121 0 6212 1.1288401 -0.13158104 49.495462 57.577723
527 1259.9747 1195.3511 0.46274393 -0.36603345 0.03821901 121 0 6205 1.4457466 -0.40023048 49.227518 57.599406
528 2060.6435 1196.2908 0.45721819 0.15259611 0.11262584 121 0 6448 2.4778793 -0.98520035 49.714232 57.562244
529 2180.2463 1197.7201 0.34244695 0.4163058 0.14658151 121 0 6174 1.4058004 -0.36980913 49.786938 57.556973
530 1325.2496 1199.8105 0.44514245 -0.05937443 0.23821254 121 0 6151 1.0902331 -0.09379837 49.267622 57.597868
531 709.34199 1201.4563 0.95850941 0.056661967 -0.097903927 121 0 6863 2.7755687 -1.10838 48.892598 57.626213
532 2006.6721 1202.0577 0.96823874 0.13313518 -0.028285102 121 0 7224 3.8194467 -1.4550011 49.681985 57.566702
533 205.10526 1204.6366 0.46409372 -0.15657998 0.12620387 121 0 12625 35.513052 -3.87597 48.58515 57.649289
534 792.345 1204.7607 0.65704842 -0.18179541 0.27543277 121 0 6496 2.1395838 -0.82582326 48.943474 57.623601
535 247.85555 1208.6698 0.4444666 -0.350063 -0.076466938 121 0 6261 1.5475081 -0.4740823 48.611579 57.648763
536 984.58397 1211.3538 0.76855637 -0.036771087 -0.054786438 121 0 6509 1.9754941 -0.73918937 49.061176 57.617137
537 2012.3116 1210.6079 0.61837555 -0.19008959 -0.18476688 121 0 6350 1.6166703 -0.52155365 49.68617 57.569223
538 792.1883 1212.6885 0.89883748 -0.23492843 0.48601058 121 0 6320 1.103705 -0.10713249 48.944034 57.626196
539 1696.1204 1215.1 0.54969798 -0.13946795 -0.37829763 121 0 6177 1.01006 -0.010867957 49.49449 57.585643
540 1608.4041 1219.3098 0.99850358 0.075282519 -0.01709874 121 0 8885 9.0587007 -2.3926648 49.441533 57.59112
541 932.48097 1219.8957 0.68130312 0.028388433 0.17606026 121 0 6367 1.4817151 -0.42691178 49.030142 57.62227
542 1183.1321 1219.2878 0.87969573 -0.23162004 0.22021077 121 0 6381 1.4895313 -0.43262411 49.182773 57.610728
543 567.16078 1221.692 0.74112569 0.19683848 0.30500831 121 0 6259 1.0844691 -0.088042974 48.807532 57.6391
544 1488.3761 1221.1791 0.98591035 -0.051277945 -0.12715385 121 0 6293 1.0276467 -0.0296096 49.368701 57.597313
545 2045.1108 1223.1521 0.41396404 -0.58596447 -0.0089257382 121 0 6169 1.1611806 -0.16224947 49.707202 57.571749
546 1541.8741 1225.6306 0.96648782 -0.15601706 -0.39622139 121 0 6419 1.3868069 -0.35503998 49.401625 57.596282
547 113.24768 1229.6542 0.39456364 0.069706975 -0.015661773 121 0 6450 2.5648318 -1.0226472 48.531018 57.661404
548 2235.6823 1232.0467 0.65444955 0.30104875 -0.049881385 121 0 10752 18.988603 -3.1962325 49.823666 57.565498
549 1842.6663 1232.9062 0.64575397 0.61677733 -0.14004125 121 0 6234 1.0851347 -0.088709125 49.58511 57.584553
550 225.90493 1234.3412 0.494715 -0.12656431 0.15355982 121 0 12309 32.477175 -3.7789456 48.600218 57.658094
551 327.06602 1233.9423 0.54921262 -0.39529421 0.15269751 121 0 6398 1.9424515 -0.72087547 48.661971 57.653589
552 2100.5437 1238.7018 0.8099129 0.41866247 -0.20435123 121 0 6318 1.2635471 -0.25397859 49.742246 57.574169
553 2207.3824 1241.9167 0.73242422 0.54376957 -0.88402728 121 0 6258 1.0765035 -0.080038602 49.807383 57.570082
554 879.63268 1242.6045 0.93637343 0.016036645 0.070344218 121 0 10397 14.664293 -2.9156528 48.999821 57.632055
555 1806.5207 1246.2094 0.98640328 0.22018842 0.084019827 121 0 7092 3.4611251 -1.3480432 49.564318 57.590601
556 1196.2513 1250.701 0.52526606 -0.21267028 0.229676 121 0 6218 1.2711585 -0.26049923 49.193425 57.620383
558 465.04453 1252.9597 0.44449913 -0.24904918 0.40239294 121 0 6615 3.47779 -1.3532584 48.747748 57.65379
559 560.37032 1254.3482 0.51267955 -0.23740779 -0.1582925 121 0 6441 2.3641455 -0.93418552 48.806048 57.650062
560 745.22808 1262.08 0.75350362 -0.069960843 0.043086805 121 0 9565 14.184512 -2.879536 48.919473 57.644412
561 695.02673 1264.2836 0.67054309 -0.42272442 -0.35290667 121 0 6322 1.3308039 -0.3102852 48.889029 57.64736
562 1829.6104 1270.4977 0.4502301 -0.11783745 0.37531488 121 0 6145 1.0195389 -0.021009531 49.580492 57.597435
563 555.03552 1272.6592 0.70251735 -0.13177717 0.080877129 121 0 10552 19.130911 -3.2043392 48.804283 57.656276
565 712.04709 1274.7382 0.95462891 -0.24145288 0.4064289 121 0 6334 1.1152911 -0.11847061 48.900273 57.650019
566 220.29942 1283.819 0.68869308 -0.7340256 -0.66809575 121 0 6222 1.0030027 -0.0032552847 48.600733 57.674494
568 1554.4891 1284.9621 0.68234761 0.1378456 0.63295854 121 0 6246 1.2041841 -0.2017322 49.414442 57.615057
569 1668.0856 1284.4102 0.39116542 0.31063123 -0.37172728 121 0 6170 1.1219359 -0.12492015 49.483501 57.609573
570 1731.4938 1287.6933 0.72000223 0.048391731 0.010128358 121 0 9630 14.66974 -2.916056 49.522351 57.607669
571 964.09709 1291.256 0.85454632 0.10918939 -0.048666401 121 0 6374 1.3243378 -0.30499695 49.055373 57.644144
572 147.66997 1293.889 0.43154422 0.0079391727 0.37480046 121 0 6209 1.3701901 -0.34195206 48.557141 57.680907
574 1546.7579 1298.0135 0.97705873 0.072730767 -0.13430848 121 0 6689 2.2933257 -0.90116434 49.410869 57.619676
575 1012.6494 1302.7641 0.86869675 0.083703176 0.085040297 121 0 6472 1.6862139 -0.56728166 49.085939 57.645712
576 2018.5363 1303.7058 0.75813484 0.016649821 -0.14644367 121 0 6908 3.4068835 -1.3308932 49.69825 57.599297
577 2208.5484 1307.5841 0.70382378 0.25291906 -0.039919492 121 0 8062 8.0858733 -2.2693173 49.814013 57.591446
578 2288.7053 1308.7546 0.29961324 0.20876776 -0.049148904 121 0 6391 2.8495208 -1.1369296 49.862785 57.587954
580 515.34642 1313.2947 0.70339464 0.0247802 0.058318688 121 0 6459 1.9174371 -0.70680283 48.783356 57.671288
582 589.55 1322.2752 0.61720571 0.01268378 -0.065322853 121 0 6338 1.5235577 -0.45714728 48.829401 57.670958
583 322.61234 1323.5092 0.59878324 -0.17599252 0.11264372 121 0 7031 4.7417187 -1.6898395 48.666433 57.683032
585 1611.2735 1323.562 0.93886344 0.053409052 0.00039547233 121 0 17891 38.877465 -3.9742448 49.452351 57.625006
586 1755.1209 1327.5831 0.9859611 0.0722709 0.13726399 121 0 6359 1.2043975 -0.20192461 49.540223 57.619574
587 623.05745 1339.3306 0.73207073 -0.051571409 -0.035476132 121 0 6696 2.6640233 -1.0638451 48.851256 57.675049
588 650.15142 1343.0881 0.72236592 0.10274057 0.11446532 121 0 6584 2.2464052 -0.87872023 48.868108 57.675078
589 796.85493 1344.1644 0.75333751 0.025833686 0.10940172 121 0 6254 1.0939573 -0.097500908 48.957754 57.668913
590 481.72551 1344.2043 0.71805987 -0.13007634 -0.098154933 121 0 6492 2.3087833 -0.90845791 48.765328 57.682855
591 390.31773 1347.7423 0.75671221 -0.21625911 0.31401236 121 0 6414 1.7465259 -0.60543755 48.70976 57.688003
592 2009.2666 1348.9314 0.61001443 0.0062873591 0.29558997 121 0 6287 1.3130986 -0.29574335 49.696651 57.614494
594 1715.6991 1354.5636 0.91878316 0.2487969 0.14954427 121 0 6779 2.5897996 -1.0331654 49.518606 57.630232
595 1005.8611 1354.9938 0.71244191 0.055068428 0.11246852 121 0 6411 1.7597116 -0.61360375 49.086181 57.663069
596 1753.1397 1359.3218 0.77313854 0.1502237 0.054108712 121 0 6637 2.4732239 -0.98315859 49.541806 57.630024
597 722.34504 1364.6992 0.83697475 -0.10099388 0.032688184 121 0 19135 48.301514 -4.2099019 48.913966 57.678935
598 1776.1824 1374.8725 0.81218079 0.12957804 -0.016213904 121 0 19773 50.118109 -4.2499867 49.557194 57.634013
599 2285.1751 1375.0481 0.44758723 -0.060838218 -0.50905434 121 0 6151 1.1354042 -0.13787621 49.866652 57.609749
600 2322.7974 1376.9812 0.57075704 0.51405215 0.071593227 121 0 7098 4.7118453 -1.6829776 49.889678 57.608555
601 583.48087 1377.8031 0.44629648 -0.16859774 -0.14538183 121 0 6281 1.7759064 -0.62355016 48.830229 57.689357
602 1483.6315 1378.9939 0.60492039 0.25836296 0.063471512 121 0 6355 1.5644625 -0.48591287 49.379448 57.649037
604 274.87464 1383.1435 0.62654686 -0.71496883 -0.12982532 121 0 6261 1.2572598 -0.24856261 48.642028 57.704576
605 123.6467 1389.0306 0.51116387 -0.13893448 0.090985165 121 0 19416 66.855898 -4.5628493 48.549988 57.713012
606 542.9497 1392.3794 0.62888985 -0.11639521 0.09363251 121 0 7656 7.9659325 -2.2530916 48.806653 57.695901
607 759.61071 1391.7252 0.84712544 0.12663053 0.055020247 121 0 7161 4.2856499 -1.5800417 48.938951 57.686102
609 892.16571 1392.7942 0.96168497 0.11110774 0.27167991 121 0 6618 2.0857225 -0.79814133 49.019967 57.680527
610 2337.8957 1394.5739 0.48760228 0.46730074 -0.022344368 121 0 7763 7.9315217 -2.2483913 49.900449 57.613561
611 393.15311 1397.6673 0.36986279 0.29786176 0.43406734 121 0 6215 1.3833136 -0.35230163 48.71552 57.704184
614 1371.4711 1400.5489 0.27651224 -0.54404063 -0.48094353 121 0 6123 1.0347111 -0.037047769 49.312967 57.661258
615 2204.4659 1401.4993 0.7414088 0.2371164 -0.0090159911 121 0 27005 76.781861 -4.7131466 49.82001 57.622278
616 282.23339 1402.1093 0.32231692 0.18176141 0.14346413 121 0 6175 1.3466848 -0.32316491 48.648047 57.710452
618 2253.8092 1405.7196 0.51898891 0.35466055 -0.18050681 121 0 6440 2.2712307 -0.89065314 49.850377 57.621271
620 237.49197 1409.2511 0.6092196 0.078912324 0.20218587 121 0 6370 1.8553298 -0.6710528 48.62125 57.714718
621 752.16634 1408.6135 0.88828242 -0.072557538 0.034880074 121 0 8990 10.489424 -2.5518791 48.9358 57.691947
622 913.4651 1410.7731 0.96218743 -0.080705405 -0.021910647 121 0 11498 18.074922 -3.1426911 49.034469 57.68544
623 1775.6821 1411.4737 0.73585729 0.37357285 0.11528092 121 0 6430 1.7162788 -0.58646961 49.560112 57.645979
624 2363.9652 1411.0494 0.59918487 0.3957798 -0.034508919 121 0 7355 5.1897219 -1.7878602 49.917784 57.617667
626 626.47192 1415.9699 0.73020533 -0.16628952 0.0037866431 121 0 8058 8.4787756 -2.3208329 48.859618 57.699923
627 1742.6212 1417.1858 0.67239625 0.41278465 0.45706284 121 0 6242 1.0175407 -0.018879484 49.540489 57.6494
628 1775.5467 1419.4268 0.93210712 -0.035070226 0.13834118 121 0 6462 1.6079144 -0.51565729 49.56073 57.648581
629 1688.5291 1426.2449 0.67681403 -0.15184451 -0.91745766 121 0 6250 1.1334199 -0.13597711 49.508349 57.654898
630 569.75652 1429.3888 0.8522852 -0.57871356 -0.38559223 121 0 6327 1.1928597 -0.19147344 48.826055 57.706807
631 853.24061 1430.6265 0.95856531 -0.1713929 0.026662317 121 0 7855 6.1613361 -1.9741873 48.999352 57.694623
632 1947.9139 1430.8465 0.85215369 0.2453918 0.03394952 121 0 7443 4.9790808 -1.7428729 49.666639 57.644143
633 1907.88 1432.7481 0.83987054 0.41194632 0.0016541957 121 0 6567 2.0105629 -0.75829417 49.642448 57.646667
634 346.54161 1433.962 0.66291489 0.14567859 -0.12996911 121 0 6361 1.6626018 -0.55197064 48.689939 57.718065
635 2211.7288 1434.0022 0.71174099 0.3636289 0.0076092769 121 0 7059 4.0569187 -1.5204908 49.827361 57.63253
636 1504.6503 1434.4026 0.73686385 0.15140769 0.37331252 121 0 6504 1.9498917 -0.72502622 49.397049 57.666145
637 1571.8701 1435.046 0.63085829 0.16354871 -0.44896327 121 0 6319 1.4940338 -0.43590103 49.438062 57.663226
638 2321.1911 1435.1216 0.60661388 0.3997941 0.3352237 121 0 6311 1.4594003 -0.41043606 49.893989 57.627597
640 806.84463 1447.3957 0.98505679 -0.12235538 0.022050912 121 0 7246 3.9424269 -1.4894091 48.972408 57.702173
641 1709.1565 1447.123 0.67913571 -0.30554708 -0.2927333 121 0 6247 1.0222555 -0.023898598 49.522741 57.660743
642 2066.1697 1449.3084 0.82888803 0.28504449 -0.18359776 121 0 6623 2.2365764 -0.87395934 49.740228 57.644521
643 2313.165 1448.999 0.4601209 0.35265252 0.26515683 121 0 6204 1.2855842 -0.27275136 49.890374 57.632513
644 705.49026 1452.7778 0.40737032 0.43909287 0.32885509 121 0 6229 1.392211 -0.35926265 48.910928 57.708443
645 1744.086 1455.2273 0.9032295 0.1773753 0.024207212 121 0 10689 15.721842 -2.9912586 49.544725 57.661745
646 317.45777 1458.3614 0.83627995 -0.17526337 0.081815039 121 0 6602 2.2253684 -0.86850478 48.674108 57.727297
647 655.88196 1457.5509 0.80173938 -0.19418412 0.12440487 121 0 6925 3.4705023 -1.3509808 48.881003 57.7122
648 896.82652 1459.8858 0.76423409 0.26094026 -0.18101726 121 0 6364 1.4425956 -0.39786148 49.028408 57.702222
649 1816.1821 1460.963 0.86849925 0.25079301 0.051460509 121 0 7254 4.2578157 -1.5729671 49.589131 57.660216
651 1883.7982 1478.3396 0.87715272 0.068631979 -0.19176095 121 0 6616 2.12906 -0.82046976 49.631836 57.662685
652 2187.1867 1477.9079 0.74989843 0.36010375 -0.065807056 121 0 6997 3.7236537 -1.4274232 49.816405 57.648037
653 247.03449 1479.018 0.61818541 -0.042246327 0.14451227 121 0 6997 4.6678835 -1.6728 48.632665 57.737093
654 931.27949 1480.1992 0.9020978 -0.27068673 -0.10782845 121 0 6488 1.7354446 -0.59852687 49.051147 57.707306
655 1093.3507 1480.3018 0.90040064 -0.074287208 0.068914743 121 0 6869 2.9539395 -1.176004 49.15012 57.700016
656 998.76656 1484.1477 0.65284503 0.32959963 0.054585913 121 0 6486 2.249006 -0.87997652 49.092694 57.705554
657 428.13287 1484.9211 0.2517681 -0.20951292 0.16151552 121 0 6171 1.6090358 -0.51641426 48.743965 57.731153
658 744.57454 1487.6992 0.92804352 -0.14246321 0.0090373657 121 0 6918 3.0239085 -1.2014216 48.937696 57.718108
659 796.67097 1494.7344 0.88651693 0.06233393 0.041183861 121 0 7101 3.7687036 -1.44048 48.970118 57.718084
660 755.72433 1495.6741 0.73777471 -0.095673043 -0.27318417 121 0 6320 1.3168306 -0.29882477 48.945171 57.720216
661 1901.5239 1498.6428 0.93465858 0.15383144 0.094322293 121 0 6822 2.5746576 -1.0267987 49.64443 57.668469
662 1884.5374 1498.5919 0.69122867 0.13056583 0.59474744 121 0 6207 1.0010935 -0.001186562 49.634083 57.669258
663 1791.8098 1501.2874 0.88723654 0.15641552 -0.0086684189 121 0 7952 6.626897 -2.0532756 49.577849 57.674526
664 336.51327 1503.6735 0.63356752 0.0069634556 0.079110979 121 0 7424 6.2823679 -1.9953084 48.689413 57.741269
665 2191.3453 1504.3645 0.24841558 0.43911726 0.042739285 121 0 6327 2.4990251 -0.99442655 49.821324 57.656467
667 630.44474 1506.1669 0.97899978 0.2864873 0.33167073 121 0 6562 1.7585767 -0.61290328 48.869443 57.729201
668 1814.1699 1506.6099 0.86375272 -0.0047305202 -0.038511473 121 0 6884 3.0750745 -1.2196391 49.591938 57.675206
669 2142.7576 1506.7903 0.52326803 -0.072913309 0.084234376 121 0 6369 1.8278106 -0.654828 49.791985 57.659598
670 376.81858 1510.0169 0.9092539 0.25326639 0.10006307 121 0 6351 1.2091225 -0.20617579 48.714594 57.741587
671 252.49873 1511.3749 0.4020718 -0.075139866 0.13823974 121 0 7320 8.1304288 -2.2752836 48.638599 57.747425
672 677.72595 1513.915 0.74727151 0.077545202 0.33366075 121 0 6662 2.5360351 -1.0103882 48.898992 57.729638
673 129.35649 1516.3691 0.51057715 -0.13972275 0.54713918 121 0 6299 1.5958106 -0.50745339 48.563583 57.75436
674 234.03796 1515.9722 0.54337605 -0.13185966 0.055567358 121 0 7827 9.288787 -2.4198975 48.627663 57.749724
676 1019.0524 1517.6337 0.91236875 -0.15048182 0.010650159 121 0 6709 2.3216335 -0.91448414 49.107899 57.71557
677 1520.9291 1519.1146 0.29505109 -0.029710946 -0.7269357 121 0 6161 1.2261743 -0.22138049 49.414319 57.693036
678 703.22553 1522.0273 0.69865489 0.49248368 -0.16816794 121 0 6344 1.5053633 -0.44410332 48.915253 57.731156
679 694.54804 1527.7657 0.6124293 -0.098825991 -0.058401168 121 0 6663 3.0011817 -1.1932307 48.91042 57.733415
680 1959.6494 1527.852 0.68553074 0.15812587 -0.12050639 121 0 6244 1.0148345 -0.015988021 49.682422 57.675235
681 339.71442 1529.0983 0.53838935 -0.15466891 0.020795435 121 0 8688 13.592171 -2.833222 48.693419 57.749433
682 397.18453 1529.7963 0.52553245 -0.23287409 0.017503323 121 0 7114 5.7025261 -1.8901682 48.728656 57.74716
683 1460.1673 1532.6366 0.80104357 -0.041242898 0.029823951 121 0 6641 2.3406245 -0.92332938 49.378433 57.70027
684 985.62485 1532.1313 0.52681999 0.086298208 0.10499423 121 0 6205 1.0226146 -0.024279925 49.088697 57.721813
685 1809.8824 1537.0859 0.97831834 -0.23818181 -0.25205327 121 0 6533 1.6515567 -0.54473374 49.592019 57.685354
686 2166.7002 1540.2097 0.42263238 0.090042655 -0.47580402 121 0 6130 1.0202828 -0.021801394 49.809567 57.669348
687 258.86162 1540.9868 0.55037057 -0.10803343 0.14619132 121 0 6889 4.3689981 -1.6009546 48.644866 57.756822
688 372.43744 1540.8646 0.58952392 -0.14850208 0.064567144 121 0 9826 18.075832 -3.1427457 48.714401 57.751853
689 2099.6845 1540.9762 0.93245511 0.38376058 -0.10449186 121 0 6404 1.3424658 -0.31975811 49.76885 57.672821
690 1840.7155 1541.5153 0.85355573 0.19971819 -0.046791515 121 0 6829 2.8266217 -1.1281692 49.611196 57.685341
691 1418.4631 1547.5532 0.85451313 -0.094528376 -0.041700459 121 0 8303 8.1386703 -2.2763836 49.35428 57.70707
692 311.329 1550.5967 0.67636736 0.23341659 0.18168232 121 0 6320 1.4856273 -0.42977469 48.677769 57.757688
693 762.22573 1550.755 0.95774989 -0.10567362 0.033400008 121 0 10020 13.158627 -2.7980264 48.953704 57.737912
694 1311.7581 1550.3233 0.60087113 0.23117706 -0.016632113 121 0 6449 2.0989765 -0.80501893 49.2894 57.712895
695 1904.0776 1555.2054 0.62361508 0.22355377 -0.015646442 121 0 12726 29.088382 -3.6592989 49.651011 57.686804
696 174.06992 1555.8843 0.49288331 -0.15209672 0.09539068 121 0 6636 3.372298 -1.3198149 48.594117 57.765346
697 845.47684 1555.3612 0.92785037 0.065735586 -0.0037068032 121 0 7552 5.2404292 -1.7984171 49.004988 57.735698
698 136.59954 1560.3472 0.51144758 0.13715472 0.30318389 121 0 6206 1.2519894 -0.24400165 48.571513 57.768414
699 1861.8702 1562.6433 0.80361355 0.31801726 0.025002279 121 0 7855 6.6725964 -2.0607371 49.625957 57.691233
700 602.63381 1564.3945 0.92070539 -0.091993652 0.060061144 121 0 12580 22.199023 -3.3658346 48.857207 57.749444
701 1227.6308 1563.8289 0.51599131 -0.40314571 0.67739296 121 0 6222 1.1771205 -0.1770523 49.239195 57.721162
